Pokedex with Leading 0,Pokedex Name,Full Name,Prefix,Name,Suffix,Form,National Pokedex,Deck: 1 - 97,Rename,Regional Pokedex,Type,,Generation,Images pokemondb,Images pokedex,Images bulbapedia
797, Celesteela,Celesteela,,Celesteela,,,797,,797 - Celesteela,297,Steel,Flying,VII - Alola,https://img.pokemondb.net/artwork/large/celesteela.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/797.png,https://bulbapedia.bulbagarden.net/wiki/File:797Celesteela.png
798, Kartana,Kartana,,Kartana,,,798,,798 - Kartana,298,Grass,Steel,VII - Alola,https://img.pokemondb.net/artwork/large/kartana.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/798.png,https://bulbapedia.bulbagarden.net/wiki/File:798Kartana.png
799, Guzzlord,Guzzlord,,Guzzlord,,,799,,799 - Guzzlord,299,Dark,Dragon,VII - Alola,https://img.pokemondb.net/artwork/large/guzzlord.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/799.png,https://bulbapedia.bulbagarden.net/wiki/File:799Guzzlord.png
800, Necrozma,Necrozma,,Necrozma,,,800,,800 - Necrozma,300,Psychic,,VII - Alola,https://img.pokemondb.net/artwork/large/necrozma.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,https://bulbapedia.bulbagarden.net/wiki/File:800Necrozma.png
800,Dusk Mane Necrozma,Necrozma Dusk Mane,,Necrozma,Dusk Mane,,800,,800 - Necrozma Dusk Mane,300,Psychic,Steel,VII - Alola,https://img.pokemondb.net/artwork/large/necrozma-dusk-mane.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,https://bulbapedia.bulbagarden.net/wiki/File:800Necrozma-Dusk-Mane.png
800,Dawn Wings Necrozma,Necrozma Dawn Wings,,Necrozma,Dawn Wings,,800,,800 - Necrozma Dawn Wings,300,Psychic,Ghost,VII - Alola,https://img.pokemondb.net/artwork/large/necrozma-dawn-wings.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,https://bulbapedia.bulbagarden.net/wiki/File:800Necrozma-Dawn-Wings.png
800,Ultra Necrozma,Necrozma Ultra,,Necrozma,Ultra,,800,,800 - Necrozma Ultra,300,Psychic,Dragon,VII - Alola,https://img.pokemondb.net/artwork/large/necrozma-ultra.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/800.png,https://bulbapedia.bulbagarden.net/wiki/File:800Necrozma-Ultra.png
801, Magearna,Magearna,,Magearna,,,801,,801 - Magearna,301,Steel,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/magearna.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/801.png,https://bulbapedia.bulbagarden.net/wiki/File:801Magearna.png
801,Original Color  Magearna,Magearna Original Color,,Magearna,Original Color ,,801,,801 - Magearna Original Color,301,Steel,Fairy,VII - Alola,https://img.pokemondb.net/artwork/large/magearna-original-color.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/801.png,https://bulbapedia.bulbagarden.net/wiki/File:801Magearna-Original-Color-.png
802, Marshadow,Marshadow,,Marshadow,,,802,,802 - Marshadow,302,Fighting,Ghost,VII - Alola,https://img.pokemondb.net/artwork/large/marshadow.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/802.png,https://bulbapedia.bulbagarden.net/wiki/File:802Marshadow.png
803, Poipole,Poipole,,Poipole,,,803,,803 - Poipole,261,Poison,,VII - Alola,https://img.pokemondb.net/artwork/large/poipole.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/803.png,https://bulbapedia.bulbagarden.net/wiki/File:803Poipole.png
804, Naganadel,Naganadel,,Naganadel,,,804,,804 - Naganadel,262,Poison,Dragon,VII - Alola,https://img.pokemondb.net/artwork/large/naganadel.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/804.png,https://bulbapedia.bulbagarden.net/wiki/File:804Naganadel.png
805, Stakataka,Stakataka,,Stakataka,,,805,,805 - Stakataka,392,Rock,Steel,VII - Alola,https://img.pokemondb.net/artwork/large/stakataka.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/805.png,https://bulbapedia.bulbagarden.net/wiki/File:805Stakataka.png
806, Blacephalon,Blacephalon,,Blacephalon,,,806,,806 - Blacephalon,393,Fire,Ghost,VII - Alola,https://img.pokemondb.net/artwork/large/blacephalon.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/806.png,https://bulbapedia.bulbagarden.net/wiki/File:806Blacephalon.png
807, Zeraora,Zeraora,,Zeraora,,,807,,807 - Zeraora,403,Electric,,VII - Alola,https://img.pokemondb.net/artwork/large/zeraora.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/807.png,https://bulbapedia.bulbagarden.net/wiki/File:807Zeraora.png
808, Meltan,Meltan,,Meltan,,,808,,808 - Meltan,---,Steel,,VII - Alola,https://img.pokemondb.net/artwork/large/meltan.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/808.png,https://bulbapedia.bulbagarden.net/wiki/File:808Meltan.png
809, Melmetal,Melmetal,,Melmetal,,,809,,809 - Melmetal,---,Steel,,VII - Alola,https://img.pokemondb.net/artwork/large/melmetal.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/809.png,https://bulbapedia.bulbagarden.net/wiki/File:809Melmetal.png
809,Gigantamax Melmetal,Melmetal Gigantamax,,Melmetal,Gigantamax,,809,,809 - Melmetal Gigantamax,---,Steel,,VII - Alola,https://img.pokemondb.net/artwork/large/melmetal-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/809.png,https://bulbapedia.bulbagarden.net/wiki/File:809Melmetal-Gigantamax.png
810, Grookey,Grookey,,Grookey,,,810,,810 - Grookey,001,Grass,,VIII - Galar,https://img.pokemondb.net/artwork/large/grookey.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/810.png,https://bulbapedia.bulbagarden.net/wiki/File:810Grookey.png
811, Thwackey,Thwackey,,Thwackey,,,811,,811 - Thwackey,002,Grass,,VIII - Galar,https://img.pokemondb.net/artwork/large/thwackey.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/811.png,https://bulbapedia.bulbagarden.net/wiki/File:811Thwackey.png
812, Rillaboom,Rillaboom,,Rillaboom,,,812,,812 - Rillaboom,003,Grass,,VIII - Galar,https://img.pokemondb.net/artwork/large/rillaboom.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/812.png,https://bulbapedia.bulbagarden.net/wiki/File:812Rillaboom.png
812,Gigantamax Rillaboom,Rillaboom Gigantamax,,Rillaboom,Gigantamax,,812,,812 - Rillaboom Gigantamax,003,Grass,,VIII - Galar,https://img.pokemondb.net/artwork/large/rillaboom-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/812.png,https://bulbapedia.bulbagarden.net/wiki/File:812Rillaboom-Gigantamax.png
813, Scorbunny,Scorbunny,,Scorbunny,,,813,,813 - Scorbunny,004,Fire,,VIII - Galar,https://img.pokemondb.net/artwork/large/scorbunny.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/813.png,https://bulbapedia.bulbagarden.net/wiki/File:813Scorbunny.png
814, Raboot,Raboot,,Raboot,,,814,,814 - Raboot,005,Fire,,VIII - Galar,https://img.pokemondb.net/artwork/large/raboot.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/814.png,https://bulbapedia.bulbagarden.net/wiki/File:814Raboot.png
815, Cinderace,Cinderace,,Cinderace,,,815,,815 - Cinderace,006,Fire,,VIII - Galar,https://img.pokemondb.net/artwork/large/cinderace.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/815.png,https://bulbapedia.bulbagarden.net/wiki/File:815Cinderace.png
815,Gigantamax Cinderace,Cinderace Gigantamax,,Cinderace,Gigantamax,,815,,815 - Cinderace Gigantamax,006,Fire,,VIII - Galar,https://img.pokemondb.net/artwork/large/cinderace-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/815.png,https://bulbapedia.bulbagarden.net/wiki/File:815Cinderace-Gigantamax.png
816, Sobble,Sobble,,Sobble,,,816,,816 - Sobble,007,Water,,VIII - Galar,https://img.pokemondb.net/artwork/large/sobble.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/816.png,https://bulbapedia.bulbagarden.net/wiki/File:816Sobble.png
817, Drizzile,Drizzile,,Drizzile,,,817,,817 - Drizzile,008,Water,,VIII - Galar,https://img.pokemondb.net/artwork/large/drizzile.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/817.png,https://bulbapedia.bulbagarden.net/wiki/File:817Drizzile.png
818, Inteleon,Inteleon,,Inteleon,,,818,,818 - Inteleon,009,Water,,VIII - Galar,https://img.pokemondb.net/artwork/large/inteleon.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/818.png,https://bulbapedia.bulbagarden.net/wiki/File:818Inteleon.png
818,Gigantamax Inteleon,Inteleon Gigantamax,,Inteleon,Gigantamax,,818,,818 - Inteleon Gigantamax,009,Water,,VIII - Galar,https://img.pokemondb.net/artwork/large/inteleon-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/818.png,https://bulbapedia.bulbagarden.net/wiki/File:818Inteleon-Gigantamax.png
819, Skwovet,Skwovet,,Skwovet,,,819,,819 - Skwovet,024,Normal,,VIII - Galar,https://img.pokemondb.net/artwork/large/skwovet.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/819.png,https://bulbapedia.bulbagarden.net/wiki/File:819Skwovet.png
820, Greedent,Greedent,,Greedent,,,820,,820 - Greedent,025,Normal,,VIII - Galar,https://img.pokemondb.net/artwork/large/greedent.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/820.png,https://bulbapedia.bulbagarden.net/wiki/File:820Greedent.png
821, Rookidee,Rookidee,,Rookidee,,,821,,821 - Rookidee,021,Flying,,VIII - Galar,https://img.pokemondb.net/artwork/large/rookidee.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/821.png,https://bulbapedia.bulbagarden.net/wiki/File:821Rookidee.png
822, Corvisquire,Corvisquire,,Corvisquire,,,822,,822 - Corvisquire,022,Flying,,VIII - Galar,https://img.pokemondb.net/artwork/large/corvisquire.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/822.png,https://bulbapedia.bulbagarden.net/wiki/File:822Corvisquire.png
823, Corviknight,Corviknight,,Corviknight,,,823,,823 - Corviknight,023,Flying,Steel,VIII - Galar,https://img.pokemondb.net/artwork/large/corviknight.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/823.png,https://bulbapedia.bulbagarden.net/wiki/File:823Corviknight.png
823,Gigantamax Corviknight,Corviknight Gigantamax,,Corviknight,Gigantamax,,823,,823 - Corviknight Gigantamax,023,Flying,Steel,VIII - Galar,https://img.pokemondb.net/artwork/large/corviknight-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/823.png,https://bulbapedia.bulbagarden.net/wiki/File:823Corviknight-Gigantamax.png
824, Blipbug,Blipbug,,Blipbug,,,824,,824 - Blipbug,010,Bug,,VIII - Galar,https://img.pokemondb.net/artwork/large/blipbug.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/824.png,https://bulbapedia.bulbagarden.net/wiki/File:824Blipbug.png
825, Dottler,Dottler,,Dottler,,,825,,825 - Dottler,011,Bug,Psychic,VIII - Galar,https://img.pokemondb.net/artwork/large/dottler.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/825.png,https://bulbapedia.bulbagarden.net/wiki/File:825Dottler.png
826, Orbeetle,Orbeetle,,Orbeetle,,,826,,826 - Orbeetle,012,Bug,Psychic,VIII - Galar,https://img.pokemondb.net/artwork/large/orbeetle.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/826.png,https://bulbapedia.bulbagarden.net/wiki/File:826Orbeetle.png
826,Gigantamax Orbeetle,Orbeetle Gigantamax,,Orbeetle,Gigantamax,,826,,826 - Orbeetle Gigantamax,012,Bug,Psychic,VIII - Galar,https://img.pokemondb.net/artwork/large/orbeetle-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/826.png,https://bulbapedia.bulbagarden.net/wiki/File:826Orbeetle-Gigantamax.png
827, Nickit,Nickit,,Nickit,,,827,,827 - Nickit,029,Dark,,VIII - Galar,https://img.pokemondb.net/artwork/large/nickit.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/827.png,https://bulbapedia.bulbagarden.net/wiki/File:827Nickit.png
828, Thievul,Thievul,,Thievul,,,828,,828 - Thievul,030,Dark,,VIII - Galar,https://img.pokemondb.net/artwork/large/thievul.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/828.png,https://bulbapedia.bulbagarden.net/wiki/File:828Thievul.png
829, Gossifleur,Gossifleur,,Gossifleur,,,829,,829 - Gossifleur,126,Grass,,VIII - Galar,https://img.pokemondb.net/artwork/large/gossifleur.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/829.png,https://bulbapedia.bulbagarden.net/wiki/File:829Gossifleur.png
830, Eldegoss,Eldegoss,,Eldegoss,,,830,,830 - Eldegoss,127,Grass,,VIII - Galar,https://img.pokemondb.net/artwork/large/eldegoss.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/830.png,https://bulbapedia.bulbagarden.net/wiki/File:830Eldegoss.png
831, Wooloo,Wooloo,,Wooloo,,,831,,831 - Wooloo,034,Normal,,VIII - Galar,https://img.pokemondb.net/artwork/large/wooloo.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/831.png,https://bulbapedia.bulbagarden.net/wiki/File:831Wooloo.png
832, Dubwool,Dubwool,,Dubwool,,,832,,832 - Dubwool,035,Normal,,VIII - Galar,https://img.pokemondb.net/artwork/large/dubwool.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/832.png,https://bulbapedia.bulbagarden.net/wiki/File:832Dubwool.png
833, Chewtle,Chewtle,,Chewtle,,,833,,833 - Chewtle,042,Water,,VIII - Galar,https://img.pokemondb.net/artwork/large/chewtle.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/833.png,https://bulbapedia.bulbagarden.net/wiki/File:833Chewtle.png
834, Drednaw,Drednaw,,Drednaw,,,834,,834 - Drednaw,043,Water,Rock,VIII - Galar,https://img.pokemondb.net/artwork/large/drednaw.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/834.png,https://bulbapedia.bulbagarden.net/wiki/File:834Drednaw.png
834,Gigantamax Drednaw,Drednaw Gigantamax,,Drednaw,Gigantamax,,834,,834 - Drednaw Gigantamax,043,Water,Rock,VIII - Galar,https://img.pokemondb.net/artwork/large/drednaw-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/834.png,https://bulbapedia.bulbagarden.net/wiki/File:834Drednaw-Gigantamax.png
835, Yamper,Yamper,,Yamper,,,835,,835 - Yamper,046,Electric,,VIII - Galar,https://img.pokemondb.net/artwork/large/yamper.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/835.png,https://bulbapedia.bulbagarden.net/wiki/File:835Yamper.png
836, Boltund,Boltund,,Boltund,,,836,,836 - Boltund,047,Electric,,VIII - Galar,https://img.pokemondb.net/artwork/large/boltund.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/836.png,https://bulbapedia.bulbagarden.net/wiki/File:836Boltund.png
837, Rolycoly,Rolycoly,,Rolycoly,,,837,,837 - Rolycoly,161,Rock,,VIII - Galar,https://img.pokemondb.net/artwork/large/rolycoly.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/837.png,https://bulbapedia.bulbagarden.net/wiki/File:837Rolycoly.png
838, Carkol,Carkol,,Carkol,,,838,,838 - Carkol,162,Rock,Fire,VIII - Galar,https://img.pokemondb.net/artwork/large/carkol.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/838.png,https://bulbapedia.bulbagarden.net/wiki/File:838Carkol.png
839, Coalossal,Coalossal,,Coalossal,,,839,,839 - Coalossal,163,Rock,Fire,VIII - Galar,https://img.pokemondb.net/artwork/large/coalossal.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/839.png,https://bulbapedia.bulbagarden.net/wiki/File:839Coalossal.png
839,Gigantamax Coalossal,Coalossal Gigantamax,,Coalossal,Gigantamax,,839,,839 - Coalossal Gigantamax,163,Rock,Fire,VIII - Galar,https://img.pokemondb.net/artwork/large/coalossal-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/839.png,https://bulbapedia.bulbagarden.net/wiki/File:839Coalossal-Gigantamax.png
840, Applin,Applin,,Applin,,,840,,840 - Applin,205,Grass,Dragon,VIII - Galar,https://img.pokemondb.net/artwork/large/applin.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/840.png,https://bulbapedia.bulbagarden.net/wiki/File:840Applin.png
841, Flapple,Flapple,,Flapple,,,841,,841 - Flapple,206,Grass,Dragon,VIII - Galar,https://img.pokemondb.net/artwork/large/flapple.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/841.png,https://bulbapedia.bulbagarden.net/wiki/File:841Flapple.png
841,Gigantamax Flapple,Flapple Gigantamax,,Flapple,Gigantamax,,841,,841 - Flapple Gigantamax,206,Grass,Dragon,VIII - Galar,https://img.pokemondb.net/artwork/large/flapple-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/841.png,https://bulbapedia.bulbagarden.net/wiki/File:841Flapple-Gigantamax.png
842, Appletun,Appletun,,Appletun,,,842,,842 - Appletun,207,Grass,Dragon,VIII - Galar,https://img.pokemondb.net/artwork/large/appletun.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/842.png,https://bulbapedia.bulbagarden.net/wiki/File:842Appletun.png
842,Gigantamax Appletun,Appletun Gigantamax,,Appletun,Gigantamax,,842,,842 - Appletun Gigantamax,207,Grass,Dragon,VIII - Galar,https://img.pokemondb.net/artwork/large/appletun-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/842.png,https://bulbapedia.bulbagarden.net/wiki/File:842Appletun-Gigantamax.png
843, Silicobra,Silicobra,,Silicobra,,,843,,843 - Silicobra,312,Ground,,VIII - Galar,https://img.pokemondb.net/artwork/large/silicobra.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/843.png,https://bulbapedia.bulbagarden.net/wiki/File:843Silicobra.png
844, Sandaconda,Sandaconda,,Sandaconda,,,844,,844 - Sandaconda,313,Ground,,VIII - Galar,https://img.pokemondb.net/artwork/large/sandaconda.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/844.png,https://bulbapedia.bulbagarden.net/wiki/File:844Sandaconda.png
844,Gigantamax Sandaconda,Sandaconda Gigantamax,,Sandaconda,Gigantamax,,844,,844 - Sandaconda Gigantamax,313,Ground,,VIII - Galar,https://img.pokemondb.net/artwork/large/sandaconda-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/844.png,https://bulbapedia.bulbagarden.net/wiki/File:844Sandaconda-Gigantamax.png
845, Cramorant,Cramorant,,Cramorant,,,845,,845 - Cramorant,309,Flying,Water,VIII - Galar,https://img.pokemondb.net/artwork/large/cramorant.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/845.png,https://bulbapedia.bulbagarden.net/wiki/File:845Cramorant.png
845,Gulping Cramorant,Cramorant Gulping,,Cramorant,Gulping,,845,,845 - Cramorant Gulping,309,Flying,Water,VIII - Galar,https://img.pokemondb.net/artwork/large/cramorant-gulping.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/845.png,https://bulbapedia.bulbagarden.net/wiki/File:845Cramorant-Gulping.png
845,Gorging Cramorant,Cramorant Gorging,,Cramorant,Gorging,,845,,845 - Cramorant Gorging,309,Flying,Water,VIII - Galar,https://img.pokemondb.net/artwork/large/cramorant-gorging.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/845.png,https://bulbapedia.bulbagarden.net/wiki/File:845Cramorant-Gorging.png
846, Arrokuda,Arrokuda,,Arrokuda,,,846,,846 - Arrokuda,180,Water,,VIII - Galar,https://img.pokemondb.net/artwork/large/arrokuda.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/846.png,https://bulbapedia.bulbagarden.net/wiki/File:846Arrokuda.png
847, Barraskewda,Barraskewda,,Barraskewda,,,847,,847 - Barraskewda,181,Water,,VIII - Galar,https://img.pokemondb.net/artwork/large/barraskewda.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/847.png,https://bulbapedia.bulbagarden.net/wiki/File:847Barraskewda.png
848, Toxel,Toxel,,Toxel,,,848,,848 - Toxel,310,Electric,Poison,VIII - Galar,https://img.pokemondb.net/artwork/large/toxel.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/848.png,https://bulbapedia.bulbagarden.net/wiki/File:848Toxel.png
849,Low Key Toxtricity,Toxtricity Low Key,,Toxtricity,Low Key,,849,,849 - Toxtricity Low Key,311,Electric,Poison,VIII - Galar,https://img.pokemondb.net/artwork/large/toxtricity-low-key.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/849.png,https://bulbapedia.bulbagarden.net/wiki/File:849Toxtricity-Low-Key.png
849,Gigantamax Toxtricity,Toxtricity Gigantamax,,Toxtricity,Gigantamax,,849,,849 - Toxtricity Gigantamax,311,Electric,Poison,VIII - Galar,https://img.pokemondb.net/artwork/large/toxtricity-gigantamax.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/849.png,https://bulbapedia.bulbagarden.net/wiki/File:849Toxtricity-Gigantamax.png
849,Amped Toxtricity,Toxtricity Amped,,Toxtricity,Amped,,849,,849 - Toxtricity Amped,311,Electric,Poison,VIII - Galar,https://img.pokemondb.net/artwork/large/toxtricity-amped.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/849.png,https://bulbapedia.bulbagarden.net/wiki/File:849Toxtricity-Amped.png
850, Sizzlipede,Sizzlipede,,Sizzlipede,,,850,,850 - Sizzlipede,159,Fire,Bug,VIII - Galar,https://img.pokemondb.net/artwork/large/sizzlipede.jpg,https://assets.pokemon.com/assets/cms2/img/pokedex/full/850.png,https://bulbapedia.bulbagarden.net/wiki/File:850Sizzlipede.png
